instance; execution; seed; number_of_tasks; cycle_time; iterations; restarts; solution; duration;
MITCHELL; 6; 1529301418; 21; 35; 600; 3; 4; 4.71928;
MITCHELL; 6; 1529301422; 21; 35; 600; 4; 4; 6.37568;
MITCHELL; 6; 1529301429; 21; 35; 600; 5; 3; 8.51654;
MITCHELL; 6; 1529301437; 21; 35; 700; 1; 4; 2.00024;
MITCHELL; 6; 1529301439; 21; 35; 700; 2; 4; 3.92227;
MITCHELL; 6; 1529301443; 21; 35; 700; 3; 4; 5.75062;
MITCHELL; 6; 1529301449; 21; 35; 700; 4; 4; 8.03209;
MITCHELL; 6; 1529301457; 21; 35; 700; 5; 4; 9.79796;
MITCHELL; 6; 1529301467; 21; 35; 800; 1; 3; 2.2815;
MITCHELL; 6; 1529301469; 21; 35; 800; 2; 4; 4.28168;
MITCHELL; 6; 1529301473; 21; 35; 800; 3; 4; 6.53195;
MITCHELL; 6; 1529301480; 21; 35; 800; 4; 4; 9.29788;
MITCHELL; 6; 1529301489; 21; 35; 800; 5; 3; 11.3919;
MITCHELL; 6; 1529301501; 21; 35; 900; 1; 4; 2.25027;
MITCHELL; 6; 1529301503; 21; 35; 900; 2; 3; 6.07878;
MITCHELL; 6; 1529301509; 21; 35; 900; 3; 4; 7.59457;
MITCHELL; 6; 1529301517; 21; 35; 900; 4; 4; 9.79793;
MITCHELL; 6; 1529301526; 21; 35; 900; 5; 4; 12.4545;
MITCHELL; 6; 1529301539; 21; 35; 1000; 1; 4; 2.45339;
MITCHELL; 6; 1529301541; 21; 35; 1000; 2; 4; 5.84441;
MITCHELL; 6; 1529301547; 21; 35; 1000; 3; 3; 8.36025;
MITCHELL; 6; 1529301555; 21; 35; 1000; 4; 4; 11.6419;
MITCHELL; 6; 1529301567; 21; 35; 1000; 5; 4; 14.611;
MITCHELL; 6; 1529301582; 21; 26; 100; 1; 5; 0.296906;
MITCHELL; 6; 1529301582; 21; 26; 100; 2; 5; 0.546965;
MITCHELL; 6; 1529301583; 21; 26; 100; 3; 5; 0.781331;
MITCHELL; 6; 1529301583; 21; 26; 100; 4; 5; 1.04696;
MITCHELL; 6; 1529301584; 21; 26; 100; 5; 5; 1.32827;
MITCHELL; 6; 1529301586; 21; 26; 200; 1; 5; 0.609469;
MITCHELL; 6; 1529301586; 21; 26; 200; 2; 5; 1.14075;
MITCHELL; 6; 1529301588; 21; 26; 200; 3; 5; 1.90646;
MITCHELL; 6; 1529301589; 21; 26; 200; 4; 5; 2.21899;
MITCHELL; 6; 1529301592; 21; 26; 200; 5; 5; 2.87534;
MITCHELL; 6; 1529301595; 21; 26; 300; 1; 5; 0.781307;
MITCHELL; 6; 1529301595; 21; 26; 300; 2; 5; 1.73458;
MITCHELL; 6; 1529301597; 21; 26; 300; 3; 5; 2.70341;
MITCHELL; 6; 1529301600; 21; 26; 300; 4; 5; 3.42224;
MITCHELL; 6; 1529301603; 21; 26; 300; 5; 5; 4.07856;
MITCHELL; 6; 1529301607; 21; 26; 400; 1; 5; 1.17197;
MITCHELL; 6; 1529301608; 21; 26; 400; 2; 5; 2.07838;
MITCHELL; 6; 1529301611; 21; 26; 400; 3; 5; 3.31286;
MITCHELL; 6; 1529301614; 21; 26; 400; 4; 5; 4.42235;
MITCHELL; 6; 1529301618; 21; 26; 400; 5; 5; 5.54747;
MITCHELL; 6; 1529301624; 21; 26; 500; 1; 5; 1.3439;
MITCHELL; 6; 1529301625; 21; 26; 500; 2; 5; 2.93782;
MITCHELL; 6; 1529301628; 21; 26; 500; 3; 5; 4.7505;
MITCHELL; 6; 1529301633; 21; 26; 500; 4; 5; 5.98503;
MITCHELL; 6; 1529301639; 21; 26; 500; 5; 5; 7.53206;
MITCHELL; 6; 1529301646; 21; 26; 600; 1; 5; 1.53142;
MITCHELL; 6; 1529301648; 21; 26; 600; 2; 5; 3.23472;
MITCHELL; 6; 1529301651; 21; 26; 600; 3; 5; 5.12558;
MITCHELL; 6; 1529301656; 21; 26; 600; 4; 5; 6.86012;
MITCHELL; 6; 1529301663; 21; 26; 600; 5; 5; 9.06345;
MITCHELL; 6; 1529301672; 21; 26; 700; 1; 5; 2.17211;
MITCHELL; 6; 1529301675; 21; 26; 700; 2; 5; 4.09419;
MITCHELL; 6; 1529301679; 21; 26; 700; 3; 5; 6.15694;
MITCHELL; 6; 1529301685; 21; 26; 700; 4; 5; 8.56342;
MITCHELL; 6; 1529301693; 21; 26; 700; 5; 5; 10.5324;
MITCHELL; 6; 1529301704; 21; 26; 800; 1; 5; 2.0315;
MITCHELL; 6; 1529301706; 21; 26; 800; 2; 5; 4.70363;
MITCHELL; 6; 1529301711; 21; 26; 800; 3; 5; 7.11014;
MITCHELL; 6; 1529301718; 21; 26; 800; 4; 5; 8.57905;
MITCHELL; 6; 1529301726; 21; 26; 800; 5; 5; 12.7514;
MITCHELL; 6; 1529301739; 21; 26; 900; 1; 5; 3.37537;
MITCHELL; 6; 1529301742; 21; 26; 900; 2; 5; 5.04741;
MITCHELL; 6; 1529301748; 21; 26; 900; 3; 5; 8.53217;
MITCHELL; 6; 1529301756; 21; 26; 900; 4; 5; 10.1261;
MITCHELL; 6; 1529301766; 21; 26; 900; 5; 5; 12.642;
MITCHELL; 6; 1529301779; 21; 26; 1000; 1; 5; 3.07846;
MITCHELL; 6; 1529301782; 21; 26; 1000; 2; 5; 5.43809;
MITCHELL; 6; 1529301787; 21; 26; 1000; 3; 5; 8.68844;
MITCHELL; 6; 1529301796; 21; 26; 1000; 4; 5; 12.5639;
MITCHELL; 6; 1529301809; 21; 26; 1000; 5; 5; 14.7047;
WEE-MAG; 6; 1529301823; 75; 56; 100; 1; 31; 0.65632;
WEE-MAG; 6; 1529301824; 75; 56; 100; 2; 32; 1.28136;
WEE-MAG; 6; 1529301825; 75; 56; 100; 3; 32; 1.98462;
WEE-MAG; 6; 1529301827; 75; 56; 100; 4; 32; 2.62526;
WEE-MAG; 6; 1529301830; 75; 56; 100; 5; 31; 3.32848;
WEE-MAG; 6; 1529301833; 75; 56; 200; 1; 32; 1.50015;
WEE-MAG; 6; 1529301835; 75; 56; 200; 2; 32; 2.84403;
WEE-MAG; 6; 1529301838; 75; 56; 200; 3; 31; 4.09419;
WEE-MAG; 6; 1529301842; 75; 56; 200; 4; 31; 5.95377;
WEE-MAG; 6; 1529301848; 75; 56; 200; 5; 31; 7.09451;
WEE-MAG; 6; 1529301855; 75; 56; 300; 1; 32; 2.09398;
WEE-MAG; 6; 1529301857; 75; 56; 300; 2; 31; 3.95352;
WEE-MAG; 6; 1529301861; 75; 56; 300; 3; 31; 6.5007;
WEE-MAG; 6; 1529301867; 75; 56; 300; 4; 31; 8.34468;
WEE-MAG; 6; 1529301876; 75; 56; 300; 5; 31; 10.923;
WEE-MAG; 6; 1529301887; 75; 56; 400; 1; 31; 2.7034;
WEE-MAG; 6; 1529301889; 75; 56; 400; 2; 31; 5.18806;
WEE-MAG; 6; 1529301895; 75; 56; 400; 3; 31; 9.03222;
WEE-MAG; 6; 1529301904; 75; 56; 400; 4; 31; 11.0012;
WEE-MAG; 6; 1529301915; 75; 56; 400; 5; 31; 14.1265;
WEE-MAG; 6; 1529301929; 75; 56; 500; 1; 32; 3.46911;
WEE-MAG; 6; 1529301932; 75; 56; 500; 2; 32; 7.18831;
WEE-MAG; 6; 1529301939; 75; 56; 500; 3; 31; 10.4386;
WEE-MAG; 6; 1529301950; 75; 56; 500; 4; 31; 14.5953;
WEE-MAG; 6; 1529301965; 75; 56; 500; 5; 31; 17.6269;
WEE-MAG; 6; 1529301982; 75; 56; 600; 1; 32; 4.20358;
WEE-MAG; 6; 1529301986; 75; 56; 600; 2; 31; 8.29776;
WEE-MAG; 6; 1529301995; 75; 56; 600; 3; 31; 13.1264;
WEE-MAG; 6; 1529302008; 75; 56; 600; 4; 31; 16.0486;
WEE-MAG; 6; 1529302024; 75; 56; 600; 5; 31; 22.268;
WEE-MAG; 6; 1529302046; 75; 56; 700; 1; 31; 4.68801;
WEE-MAG; 6; 1529302051; 75; 56; 700; 2; 32; 10.048;
WEE-MAG; 6; 1529302061; 75; 56; 700; 3; 31; 14.361;
WEE-MAG; 6; 1529302075; 75; 56; 700; 4; 31; 18.9552;
WEE-MAG; 6; 1529302094; 75; 56; 700; 5; 31; 24.5339;
WEE-MAG; 6; 1529302119; 75; 56; 800; 1; 31; 5.64123;
WEE-MAG; 6; 1529302124; 75; 56; 800; 2; 31; 10.7824;
WEE-MAG; 6; 1529302135; 75; 56; 800; 3; 32; 17.5956;
WEE-MAG; 6; 1529302153; 75; 56; 800; 4; 31; 22.5649;
WEE-MAG; 6; 1529302175; 75; 56; 800; 5; 31; 26.8623;
WEE-MAG; 6; 1529302202; 75; 56; 900; 1; 31; 6.2819;
WEE-MAG; 6; 1529302209; 75; 56; 900; 2; 32; 12.7358;
WEE-MAG; 6; 1529302221; 75; 56; 900; 3; 31; 19.4865;
WEE-MAG; 6; 1529302241; 75; 56; 900; 4; 31; 25.5184;
WEE-MAG; 6; 1529302266; 75; 56; 900; 5; 31; 30.5501;
WEE-MAG; 6; 1529302297; 75; 56; 1000; 1; 31; 7.18827;
WEE-MAG; 6; 1529302304; 75; 56; 1000; 2; 31; 13.3921;
WEE-MAG; 6; 1529302317; 75; 56; 1000; 3; 31; 21.5961;
WEE-MAG; 6; 1529302339; 75; 56; 1000; 4; 31; 27.378;
WEE-MAG; 6; 1529302366; 75; 56; 1000; 5; 31; 37.2696;
WEE-MAG; 6; 1529302404; 75; 28; 100; 1; 63; 2.29712;
WEE-MAG; 6; 1529302406; 75; 28; 100; 2; 63; 4.73491;
WEE-MAG; 6; 1529302411; 75; 28; 100; 3; 63; 7.26644;
WEE-MAG; 6; 1529302418; 75; 28; 100; 4; 63; 10.0323;
WEE-MAG; 6; 1529302428; 75; 28; 100; 5; 63; 11.9388;
WEE-MAG; 6; 1529302440; 75; 28; 200; 1; 63; 4.70361;
WEE-MAG; 6; 1529302445; 75; 28; 200; 2; 63; 9.81356;
WEE-MAG; 6; 1529302455; 75; 28; 200; 3; 63; 13.7984;
WEE-MAG; 6; 1529302468; 75; 28; 200; 4; 63; 18.3301;
WEE-MAG; 6; 1529302487; 75; 28; 200; 5; 63; 23.1119;
WEE-MAG; 6; 1529302510; 75; 28; 300; 1; 63; 5.98503;
WEE-MAG; 6; 1529302516; 75; 28; 300; 2; 63; 13.1733;
WEE-MAG; 6; 1529302529; 75; 28; 300; 3; 63; 20.049;
WEE-MAG; 6; 1529302549; 75; 28; 300; 4; 63; 26.0184;
WEE-MAG; 6; 1529302575; 75; 28; 300; 5; 63; 33.7849;
WEE-MAG; 6; 1529302609; 75; 28; 400; 1; 63; 9.26665;
WEE-MAG; 6; 1529302618; 75; 28; 400; 2; 63; 17.8457;
WEE-MAG; 6; 1529302636; 75; 28; 400; 3; 63; 28.3312;
WEE-MAG; 6; 1529302664; 75; 28; 400; 4; 63; 37.551;
WEE-MAG; 6; 1529302702; 75; 28; 400; 5; 63; 41.5826;
WEE-MAG; 6; 1529302744; 75; 28; 500; 1; 63; 10.4386;
WEE-MAG; 6; 1529302754; 75; 28; 500; 2; 63; 21.1742;
WEE-MAG; 6; 1529302775; 75; 28; 500; 3; 63; 33.8318;
WEE-MAG; 6; 1529302809; 75; 28; 500; 4; 63; 42.7078;
WEE-MAG; 6; 1529302852; 75; 28; 500; 5; 63; 53.4902;
WEE-MAG; 6; 1529302905; 75; 28; 600; 1; 63; 13.6421;
WEE-MAG; 6; 1529302919; 75; 28; 600; 2; 63; 24.0495;
WEE-MAG; 6; 1529302943; 75; 28; 600; 3; 63; 38.5354;
WEE-MAG; 6; 1529302981; 75; 28; 600; 4; 63; 51.568;
WEE-MAG; 6; 1529303033; 75; 28; 600; 5; 63; 60.6941;
WEE-MAG; 6; 1529303094; 75; 28; 700; 1; 63; 14.7204;
WEE-MAG; 6; 1529303108; 75; 28; 700; 2; 63; 30.1908;
WEE-MAG; 6; 1529303139; 75; 28; 700; 3; 63; 46.1143;
WEE-MAG; 6; 1529303185; 75; 28; 700; 4; 63; 61.4754;
WEE-MAG; 6; 1529303246; 75; 28; 700; 5; 63; 77.4302;
WEE-MAG; 6; 1529303324; 75; 28; 800; 1; 63; 16.8299;
WEE-MAG; 6; 1529303341; 75; 28; 800; 2; 63; 31.8941;
WEE-MAG; 6; 1529303372; 75; 28; 800; 3; 63; 50.4273;
WEE-MAG; 6; 1529303423; 75; 28; 800; 4; 63; 70.2576;
WEE-MAG; 6; 1529303493; 75; 28; 800; 5; 63; 83.384;
WEE-MAG; 6; 1529303577; 75; 28; 900; 1; 63; 18.5176;
WEE-MAG; 6; 1529303595; 75; 28; 900; 2; 63; 39.5043;
WEE-MAG; 6; 1529303635; 75; 28; 900; 3; 63; 54.1621;
WEE-MAG; 6; 1529303689; 75; 28; 900; 4; 63; 76.6645;
WEE-MAG; 6; 1529303765; 75; 28; 900; 5; 63; 93.6976;
WEE-MAG; 6; 1529303859; 75; 28; 1000; 1; 63; 21.7836;
WEE-MAG; 6; 1529303881; 75; 28; 1000; 2; 63; 42.8484;
WEE-MAG; 6; 1529303924; 75; 28; 1000; 3; 63; 64.1476;
WEE-MAG; 6; 1529303988; 75; 28; 1000; 4; 63; 82.7277;
WEE-MAG; 6; 1529304071; 75; 28; 1000; 5; 63; 107.965;
WEE-MAG; 6; 1529304179; 75; 36; 100; 1; 60; 1.5002;
WEE-MAG; 6; 1529304180; 75; 36; 100; 2; 60; 3.29726;
WEE-MAG; 6; 1529304183; 75; 36; 100; 3; 60; 4.73489;
WEE-MAG; 6; 1529304188; 75; 36; 100; 4; 60; 6.25067;
WEE-MAG; 6; 1529304194; 75; 36; 100; 5; 60; 7.82897;
WEE-MAG; 6; 1529304202; 75; 36; 200; 1; 60; 3.26598;
WEE-MAG; 6; 1529304206; 75; 36; 200; 2; 60; 6.28192;
WEE-MAG; 6; 1529304212; 75; 36; 200; 3; 60; 9.18852;
WEE-MAG; 6; 1529304221; 75; 36; 200; 4; 60; 12.3607;
WEE-MAG; 6; 1529304233; 75; 36; 200; 5; 60; 15.5798;
WEE-MAG; 6; 1529304249; 75; 36; 300; 1; 60; 4.03169;
WEE-MAG; 6; 1529304253; 75; 36; 300; 2; 60; 9.21977;
WEE-MAG; 6; 1529304262; 75; 36; 300; 3; 60; 14.5797;
WEE-MAG; 6; 1529304277; 75; 36; 300; 4; 60; 19.1739;
WEE-MAG; 6; 1529304296; 75; 36; 300; 5; 60; 23.9245;
WEE-MAG; 6; 1529304320; 75; 36; 400; 1; 60; 6.31321;
WEE-MAG; 6; 1529304326; 75; 36; 400; 2; 60; 12.0638;
WEE-MAG; 6; 1529304338; 75; 36; 400; 3; 60; 17.0331;
WEE-MAG; 6; 1529304355; 75; 36; 400; 4; 60; 23.6744;
WEE-MAG; 6; 1529304379; 75; 36; 400; 5; 60; 30.097;
WEE-MAG; 6; 1529304409; 75; 36; 500; 1; 60; 8.01647;
WEE-MAG; 6; 1529304417; 75; 36; 500; 2; 60; 14.5172;
WEE-MAG; 6; 1529304432; 75; 36; 500; 3; 60; 21.9399;
WEE-MAG; 6; 1529304454; 75; 36; 500; 4; 60; 29.8313;
WEE-MAG; 6; 1529304484; 75; 36; 500; 5; 60; 37.4103;
WEE-MAG; 6; 1529304521; 75; 36; 600; 1; 60; 9.37601;
WEE-MAG; 6; 1529304530; 75; 36; 600; 2; 60; 17.0487;
WEE-MAG; 6; 1529304547; 75; 36; 600; 3; 60; 26.6279;
WEE-MAG; 6; 1529304574; 75; 36; 600; 4; 60; 37.254;
WEE-MAG; 6; 1529304611; 75; 36; 600; 5; 60; 44.036;
WEE-MAG; 6; 1529304655; 75; 36; 700; 1; 60; 10.3292;
WEE-MAG; 6; 1529304666; 75; 36; 700; 2; 60; 20.5491;
WEE-MAG; 6; 1529304686; 75; 36; 700; 3; 60; 31.269;
WEE-MAG; 6; 1529304718; 75; 36; 700; 4; 60; 42.9109;
WEE-MAG; 6; 1529304760; 75; 36; 700; 5; 60; 52.0056;
WEE-MAG; 6; 1529304812; 75; 36; 800; 1; 60; 11.2043;
WEE-MAG; 6; 1529304824; 75; 36; 800; 2; 60; 23.4401;
WEE-MAG; 6; 1529304847; 75; 36; 800; 3; 60; 35.8632;
WEE-MAG; 6; 1529304883; 75; 36; 800; 4; 60; 46.0362;
WEE-MAG; 6; 1529304929; 75; 36; 800; 5; 60; 59.3814;
WEE-MAG; 6; 1529304988; 75; 36; 900; 1; 60; 12.767;
WEE-MAG; 6; 1529305001; 75; 36; 900; 2; 60; 27.5342;
WEE-MAG; 6; 1529305029; 75; 36; 900; 3; 60; 39.1917;
WEE-MAG; 6; 1529305068; 75; 36; 900; 4; 60; 52.0994;
WEE-MAG; 6; 1529305120; 75; 36; 900; 5; 60; 62.6943;
WEE-MAG; 6; 1529305183; 75; 36; 1000; 1; 60; 14.4703;
WEE-MAG; 6; 1529305197; 75; 36; 1000; 2; 60; 29.0344;
WEE-MAG; 6; 1529305226; 75; 36; 1000; 3; 60; 43.6766;
WEE-MAG; 6; 1529305270; 75; 36; 1000; 4; 60; 57.7406;
WEE-MAG; 6; 1529305328; 75; 36; 1000; 5; 60; 74.4612;
WEE-MAG; 6; 1529305402; 75; 54; 100; 1; 32; 0.656293;
WEE-MAG; 6; 1529305403; 75; 54; 100; 2; 32; 1.42205;
WEE-MAG; 6; 1529305404; 75; 54; 100; 3; 32; 1.96893;
WEE-MAG; 6; 1529305406; 75; 54; 100; 4; 32; 2.71904;
WEE-MAG; 6; 1529305409; 75; 54; 100; 5; 32; 3.34411;
WEE-MAG; 6; 1529305412; 75; 54; 200; 1; 32; 1.31262;
WEE-MAG; 6; 1529305414; 75; 54; 200; 2; 32; 2.85968;
WEE-MAG; 6; 1529305416; 75; 54; 200; 3; 32; 4.15673;
WEE-MAG; 6; 1529305421; 75; 54; 200; 4; 32; 5.53185;
WEE-MAG; 6; 1529305426; 75; 54; 200; 5; 31; 7.12579;
WEE-MAG; 6; 1529305433; 75; 54; 300; 1; 32; 2.45342;
WEE-MAG; 6; 1529305436; 75; 54; 300; 2; 32; 4.40675;
WEE-MAG; 6; 1529305440; 75; 54; 300; 3; 31; 7.00073;
WEE-MAG; 6; 1529305447; 75; 54; 300; 4; 31; 8.26652;
WEE-MAG; 6; 1529305455; 75; 54; 300; 5; 32; 10.5949;
WEE-MAG; 6; 1529305466; 75; 54; 400; 1; 32; 2.84404;
WEE-MAG; 6; 1529305469; 75; 54; 400; 2; 32; 5.50057;
WEE-MAG; 6; 1529305474; 75; 54; 400; 3; 32; 8.26652;
WEE-MAG; 6; 1529305483; 75; 54; 400; 4; 32; 11.345;
WEE-MAG; 6; 1529305494; 75; 54; 400; 5; 31; 14.6891;
WEE-MAG; 6; 1529305509; 75; 54; 500; 1; 32; 3.35974;
WEE-MAG; 6; 1529305512; 75; 54; 500; 2; 32; 7.40705;
WEE-MAG; 6; 1529305520; 75; 54; 500; 3; 32; 10.9074;
WEE-MAG; 6; 1529305530; 75; 54; 500; 4; 32; 14.5172;
WEE-MAG; 6; 1529305545; 75; 54; 500; 5; 32; 18.0488;
WEE-MAG; 6; 1529305563; 75; 54; 600; 1; 32; 4.2192;
WEE-MAG; 6; 1529305567; 75; 54; 600; 2; 31; 8.73534;
WEE-MAG; 6; 1529305576; 75; 54; 600; 3; 32; 12.9389;
WEE-MAG; 6; 1529305589; 75; 54; 600; 4; 31; 18.3457;
WEE-MAG; 6; 1529305607; 75; 54; 600; 5; 32; 21.2836;
WEE-MAG; 6; 1529305629; 75; 54; 700; 1; 32; 5.07864;
WEE-MAG; 6; 1529305634; 75; 54; 700; 2; 32; 9.39164;
WEE-MAG; 6; 1529305643; 75; 54; 700; 3; 31; 15.1735;
WEE-MAG; 6; 1529305658; 75; 54; 700; 4; 32; 21.0492;
WEE-MAG; 6; 1529305679; 75; 54; 700; 5; 32; 26.2685;
WEE-MAG; 6; 1529305706; 75; 54; 800; 1; 32; 5.89126;
WEE-MAG; 6; 1529305712; 75; 54; 800; 2; 31; 11.3293;
WEE-MAG; 6; 1529305723; 75; 54; 800; 3; 31; 16.8143;
WEE-MAG; 6; 1529305740; 75; 54; 800; 4; 32; 22.393;
WEE-MAG; 6; 1529305762; 75; 54; 800; 5; 32; 28.7375;
WEE-MAG; 6; 1529305791; 75; 54; 900; 1; 31; 6.71947;
WEE-MAG; 6; 1529305798; 75; 54; 900; 2; 32; 13.4389;
WEE-MAG; 6; 1529305811; 75; 54; 900; 3; 32; 20.8616;
WEE-MAG; 6; 1529305832; 75; 54; 900; 4; 32; 26.706;
WEE-MAG; 6; 1529305859; 75; 54; 900; 5; 31; 33.6599;
WEE-MAG; 6; 1529305892; 75; 54; 1000; 1; 32; 7.01641;
WEE-MAG; 6; 1529305899; 75; 54; 1000; 2; 32; 14.4547;
WEE-MAG; 6; 1529305914; 75; 54; 1000; 3; 32; 21.8461;
WEE-MAG; 6; 1529305936; 75; 54; 1000; 4; 31; 28.1749;
WEE-MAG; 6; 1529305964; 75; 54; 1000; 5; 32; 34.8319;
MERTENS; 7; 1529305999; 7; 6; 100; 1; 6; 0.2344;
MERTENS; 7; 1529305999; 7; 6; 100; 2; 6; 0.453174;
MERTENS; 7; 1529305999; 7; 6; 100; 3; 6; 0.671979;
MERTENS; 7; 1529306000; 7; 6; 100; 4; 6; 0.875126;
MERTENS; 7; 1529306001; 7; 6; 100; 5; 6; 1.12512;
MERTENS; 7; 1529306002; 7; 6; 200; 1; 6; 0.437551;
MERTENS; 7; 1529306002; 7; 6; 200; 2; 6; 0.89072;
MERTENS; 7; 1529306003; 7; 6; 200; 3; 6; 1.35952;
MERTENS; 7; 1529306005; 7; 6; 200; 4; 6; 1.73459;
MERTENS; 7; 1529306006; 7; 6; 200; 5; 6; 2.25024;
MERTENS; 7; 1529306009; 7; 6; 300; 1; 6; 0.640694;
MERTENS; 7; 1529306009; 7; 6; 300; 2; 6; 1.40643;
MERTENS; 7; 1529306011; 7; 6; 300; 3; 6; 2.0002;
MERTENS; 7; 1529306013; 7; 6; 300; 4; 6; 2.60968;
MERTENS; 7; 1529306015; 7; 6; 300; 5; 6; 3.29725;
MERTENS; 7; 1529306019; 7; 6; 400; 1; 6; 0.875093;
MERTENS; 7; 1529306020; 7; 6; 400; 2; 6; 1.8752;
MERTENS; 7; 1529306021; 7; 6; 400; 3; 6; 2.64091;
MERTENS; 7; 1529306024; 7; 6; 400; 4; 6; 3.56288;
MERTENS; 7; 1529306028; 7; 6; 400; 5; 6; 4.3911;
MERTENS; 7; 1529306032; 7; 6; 500; 1; 6; 1.10952;
MERTENS; 7; 1529306033; 7; 6; 500; 2; 6; 2.23462;
MERTENS; 7; 1529306035; 7; 6; 500; 3; 6; 3.29725;
MERTENS; 7; 1529306039; 7; 6; 500; 4; 6; 4.42237;
MERTENS; 7; 1529306043; 7; 6; 500; 5; 6; 5.57871;
MERTENS; 7; 1529306049; 7; 6; 600; 1; 6; 1.28139;
MERTENS; 7; 1529306050; 7; 6; 600; 2; 6; 2.70341;
MERTENS; 7; 1529306053; 7; 6; 600; 3; 6; 3.98484;
MERTENS; 7; 1529306057; 7; 6; 600; 4; 6; 5.25057;
MERTENS; 7; 1529306062; 7; 6; 600; 5; 6; 6.61009;
MERTENS; 7; 1529306069; 7; 6; 700; 1; 6; 1.78141;
MERTENS; 7; 1529306070; 7; 6; 700; 2; 6; 3.10971;
MERTENS; 7; 1529306074; 7; 6; 700; 3; 6; 4.64115;
MERTENS; 7; 1529306078; 7; 6; 700; 4; 6; 6.31318;
MERTENS; 7; 1529306085; 7; 6; 700; 5; 6; 7.78212;
MERTENS; 7; 1529306092; 7; 6; 800; 1; 6; 1.95336;
MERTENS; 7; 1529306094; 7; 6; 800; 2; 6; 3.51603;
MERTENS; 7; 1529306098; 7; 6; 800; 3; 6; 5.26621;
MERTENS; 7; 1529306103; 7; 6; 800; 4; 6; 7.21953;
MERTENS; 7; 1529306110; 7; 6; 800; 5; 6; 9.04783;
MERTENS; 7; 1529306119; 7; 6; 900; 1; 6; 1.92208;
MERTENS; 7; 1529306121; 7; 6; 900; 2; 6; 4.03169;
MERTENS; 7; 1529306125; 7; 6; 900; 3; 6; 6.06315;
MERTENS; 7; 1529306131; 7; 6; 900; 4; 6; 8.079;
MERTENS; 7; 1529306140; 7; 6; 900; 5; 6; 9.81356;
MERTENS; 7; 1529306149; 7; 6; 1000; 1; 6; 2.25024;
MERTENS; 7; 1529306152; 7; 6; 1000; 2; 6; 4.46923;
MERTENS; 7; 1529306156; 7; 6; 1000; 3; 6; 6.57886;
MERTENS; 7; 1529306163; 7; 6; 1000; 4; 6; 8.95409;
MERTENS; 7; 1529306172; 7; 6; 1000; 5; 6; 11.1575;
MERTENS; 7; 1529306183; 7; 15; 100; 1; 2; 0.093788;
MERTENS; 7; 1529306183; 7; 15; 100; 2; 2; 0.203151;
MERTENS; 7; 1529306183; 7; 15; 100; 3; 2; 0.281282;
MERTENS; 7; 1529306183; 7; 15; 100; 4; 2; 0.390667;
MERTENS; 7; 1529306184; 7; 15; 100; 5; 2; 0.500054;
MERTENS; 7; 1529306184; 7; 15; 200; 1; 2; 0.218773;
MERTENS; 7; 1529306184; 7; 15; 200; 2; 2; 0.437548;
MERTENS; 7; 1529306185; 7; 15; 200; 3; 2; 0.562561;
MERTENS; 7; 1529306185; 7; 15; 200; 4; 2; 0.750082;
MERTENS; 7; 1529306186; 7; 15; 200; 5; 2; 0.968874;
MERTENS; 7; 1529306187; 7; 15; 300; 1; 2; 0.296875;
MERTENS; 7; 1529306188; 7; 15; 300; 2; 2; 0.609441;
MERTENS; 7; 1529306188; 7; 15; 300; 3; 2; 0.984509;
MERTENS; 7; 1529306189; 7; 15; 300; 4; 2; 1.17197;
MERTENS; 7; 1529306190; 7; 15; 300; 5; 2; 1.45328;
MERTENS; 7; 1529306192; 7; 15; 400; 1; 2; 0.375041;
MERTENS; 7; 1529306192; 7; 15; 400; 2; 2; 0.796961;
MERTENS; 7; 1529306193; 7; 15; 400; 3; 2; 1.18766;
MERTENS; 7; 1529306194; 7; 15; 400; 4; 2; 1.60951;
MERTENS; 7; 1529306196; 7; 15; 400; 5; 2; 2.1252;
MERTENS; 7; 1529306198; 7; 15; 500; 1; 2; 0.578217;
MERTENS; 7; 1529306198; 7; 15; 500; 2; 2; 1.21885;
MERTENS; 7; 1529306200; 7; 15; 500; 3; 2; 1.8596;
MERTENS; 7; 1529306202; 7; 15; 500; 4; 2; 1.95335;
MERTENS; 7; 1529306204; 7; 15; 500; 5; 2; 2.7659;
MERTENS; 7; 1529306206; 7; 15; 600; 1; 2; 0.562557;
MERTENS; 7; 1529306207; 7; 15; 600; 2; 2; 1.43765;
MERTENS; 7; 1529306208; 7; 15; 600; 3; 2; 1.81272;
MERTENS; 7; 1529306210; 7; 15; 600; 4; 2; 2.594;
MERTENS; 7; 1529306213; 7; 15; 600; 5; 2; 3.01598;
MERTENS; 7; 1529306216; 7; 15; 700; 1; 2; 1.07824;
MERTENS; 7; 1529306217; 7; 15; 700; 2; 2; 1.43768;
MERTENS; 7; 1529306218; 7; 15; 700; 3; 2; 2.07833;
MERTENS; 7; 1529306220; 7; 15; 700; 4; 2; 3.23475;
MERTENS; 7; 1529306224; 7; 15; 700; 5; 2; 3.84416;
MERTENS; 7; 1529306227; 7; 15; 800; 1; 2; 0.828219;
MERTENS; 7; 1529306228; 7; 15; 800; 2; 2; 1.70328;
MERTENS; 7; 1529306230; 7; 15; 800; 3; 2; 2.40653;
MERTENS; 7; 1529306232; 7; 15; 800; 4; 2; 3.60974;
MERTENS; 7; 1529306236; 7; 15; 800; 5; 2; 4.70366;
MERTENS; 7; 1529306241; 7; 15; 900; 1; 2; 0.875095;
