instance; execution; seed; number_of_tasks; cycle_time; iterations; restarts; solution; duration;
WEE-MAG; 2; 1529284491; 75; 54; 800; 3; 32; 17.5019;
WEE-MAG; 2; 1529284508; 75; 54; 800; 4; 31; 22.8462;
WEE-MAG; 2; 1529284531; 75; 54; 800; 5; 31; 30.5189;
WEE-MAG; 2; 1529284562; 75; 54; 900; 1; 32; 6.39131;
WEE-MAG; 2; 1529284568; 75; 54; 900; 2; 32; 13.2202;
WEE-MAG; 2; 1529284581; 75; 54; 900; 3; 32; 19.1896;
WEE-MAG; 2; 1529284600; 75; 54; 900; 4; 31; 27.1592;
WEE-MAG; 2; 1529284628; 75; 54; 900; 5; 31; 32.8941;
WEE-MAG; 2; 1529284660; 75; 54; 1000; 1; 31; 8.23529;
WEE-MAG; 2; 1529284669; 75; 54; 1000; 2; 32; 14.1422;
WEE-MAG; 2; 1529284683; 75; 54; 1000; 3; 31; 20.9867;
WEE-MAG; 2; 1529284704; 75; 54; 1000; 4; 31; 30.0032;
WEE-MAG; 2; 1529284734; 75; 54; 1000; 5; 32; 35.3788;
MERTENS; 3; 1529284769; 7; 6; 100; 1; 6; 0.218769;
MERTENS; 3; 1529284769; 7; 6; 100; 2; 6; 0.453173;
MERTENS; 3; 1529284770; 7; 6; 100; 3; 6; 0.656355;
MERTENS; 3; 1529284771; 7; 6; 100; 4; 6; 0.859433;
MERTENS; 3; 1529284771; 7; 6; 100; 5; 6; 1.06264;
MERTENS; 3; 1529284773; 7; 6; 200; 1; 6; 0.453167;
MERTENS; 3; 1529284773; 7; 6; 200; 2; 6; 0.906346;
MERTENS; 3; 1529284774; 7; 6; 200; 3; 6; 1.34389;
MERTENS; 3; 1529284775; 7; 6; 200; 4; 6; 1.7971;
MERTENS; 3; 1529284777; 7; 6; 200; 5; 6; 2.37523;
MERTENS; 3; 1529284779; 7; 6; 300; 1; 6; 0.656321;
MERTENS; 3; 1529284780; 7; 6; 300; 2; 6; 1.26576;
MERTENS; 3; 1529284781; 7; 6; 300; 3; 6; 2.00024;
MERTENS; 3; 1529284783; 7; 6; 300; 4; 6; 2.62528;
MERTENS; 3; 1529284786; 7; 6; 300; 5; 6; 3.48478;
MERTENS; 3; 1529284790; 7; 6; 400; 1; 6; 0.859439;
MERTENS; 3; 1529284790; 7; 6; 400; 2; 6; 1.73456;
MERTENS; 3; 1529284792; 7; 6; 400; 3; 6; 2.7347;
MERTENS; 3; 1529284795; 7; 6; 400; 4; 6; 3.766;
MERTENS; 3; 1529284799; 7; 6; 400; 5; 6; 4.35985;
MERTENS; 3; 1529284803; 7; 6; 500; 1; 6; 1.10948;
MERTENS; 3; 1529284804; 7; 6; 500; 2; 6; 2.40654;
MERTENS; 3; 1529284807; 7; 6; 500; 3; 6; 3.37536;
MERTENS; 3; 1529284810; 7; 6; 500; 4; 6; 4.45363;
MERTENS; 3; 1529284814; 7; 6; 500; 5; 6; 5.5787;
MERTENS; 3; 1529284820; 7; 6; 600; 1; 6; 1.31264;
MERTENS; 3; 1529284821; 7; 6; 600; 2; 6; 2.57843;
MERTENS; 3; 1529284824; 7; 6; 600; 3; 6; 4.18795;
MERTENS; 3; 1529284828; 7; 6; 600; 4; 6; 5.34432;
MERTENS; 3; 1529284833; 7; 6; 600; 5; 6; 6.98513;
MERTENS; 3; 1529284840; 7; 6; 700; 1; 6; 1.48453;
MERTENS; 3; 1529284842; 7; 6; 700; 2; 6; 3.18787;
MERTENS; 3; 1529284845; 7; 6; 700; 3; 6; 4.82862;
MERTENS; 3; 1529284850; 7; 6; 700; 4; 6; 6.40697;
MERTENS; 3; 1529284856; 7; 6; 700; 5; 6; 7.86023;
MERTENS; 3; 1529284864; 7; 6; 800; 1; 6; 1.76581;
MERTENS; 3; 1529284866; 7; 6; 800; 2; 6; 3.53163;
MERTENS; 3; 1529284870; 7; 6; 800; 3; 6; 5.31307;
MERTENS; 3; 1529284875; 7; 6; 800; 4; 6; 6.96952;
MERTENS; 3; 1529284882; 7; 6; 800; 5; 6; 9.20415;
MERTENS; 3; 1529284891; 7; 6; 900; 1; 6; 1.92208;
MERTENS; 3; 1529284893; 7; 6; 900; 2; 6; 4.14107;
MERTENS; 3; 1529284897; 7; 6; 900; 3; 6; 6.21939;
MERTENS; 3; 1529284903; 7; 6; 900; 4; 6; 8.26655;
MERTENS; 3; 1529284912; 7; 6; 900; 5; 6; 9.89167;
MERTENS; 3; 1529284921; 7; 6; 1000; 1; 6; 2.18773;
MERTENS; 3; 1529284924; 7; 6; 1000; 2; 6; 4.35983;
MERTENS; 3; 1529284928; 7; 6; 1000; 3; 6; 6.87577;
MERTENS; 3; 1529284935; 7; 6; 1000; 4; 6; 8.78222;
MERTENS; 3; 1529284944; 7; 6; 1000; 5; 6; 11.048;
MERTENS; 3; 1529284955; 7; 15; 100; 1; 2; 0.078155;
MERTENS; 3; 1529284955; 7; 15; 100; 2; 2; 0.18755;
MERTENS; 3; 1529284955; 7; 15; 100; 3; 2; 0.28125;
MERTENS; 3; 1529284955; 7; 15; 100; 4; 2; 0.375075;
MERTENS; 3; 1529284956; 7; 15; 100; 5; 2; 0.468798;
MERTENS; 3; 1529284956; 7; 15; 200; 1; 2; 0.203133;
MERTENS; 3; 1529284956; 7; 15; 200; 2; 2; 0.375069;
MERTENS; 3; 1529284957; 7; 15; 200; 3; 2; 0.578159;
MERTENS; 3; 1529284957; 7; 15; 200; 4; 2; 0.781335;
MERTENS; 3; 1529284958; 7; 15; 200; 5; 2; 1.25016;
MERTENS; 3; 1529284959; 7; 15; 300; 1; 2; 0.265625;
MERTENS; 3; 1529284960; 7; 15; 300; 2; 2; 0.578187;
MERTENS; 3; 1529284960; 7; 15; 300; 3; 2; 0.875095;
MERTENS; 3; 1529284961; 7; 15; 300; 4; 2; 1.39077;
MERTENS; 3; 1529284963; 7; 15; 300; 5; 2; 1.68772;
MERTENS; 3; 1529284964; 7; 15; 400; 1; 2; 0.35939;
MERTENS; 3; 1529284965; 7; 15; 400; 2; 2; 0.953259;
MERTENS; 3; 1529284966; 7; 15; 400; 3; 2; 1.37512;
MERTENS; 3; 1529284967; 7; 15; 400; 4; 2; 1.71896;
MERTENS; 3; 1529284969; 7; 15; 400; 5; 2; 2.01584;
MERTENS; 3; 1529284971; 7; 15; 500; 1; 2; 0.468771;
MERTENS; 3; 1529284971; 7; 15; 500; 2; 2; 1.04701;
MERTENS; 3; 1529284972; 7; 15; 500; 3; 2; 1.43766;
MERTENS; 3; 1529284974; 7; 15; 500; 4; 2; 2.42211;
MERTENS; 3; 1529284976; 7; 15; 500; 5; 2; 2.53152;
MERTENS; 3; 1529284979; 7; 15; 600; 1; 2; 0.546965;
MERTENS; 3; 1529284979; 7; 15; 600; 2; 2; 1.1564;
MERTENS; 3; 1529284980; 7; 15; 600; 3; 2; 1.75016;
MERTENS; 3; 1529284982; 7; 15; 600; 4; 2; 2.65654;
MERTENS; 3; 1529284985; 7; 15; 600; 5; 2; 2.9691;
MERTENS; 3; 1529284988; 7; 15; 700; 1; 2; 0.687574;
MERTENS; 3; 1529284988; 7; 15; 700; 2; 2; 1.32824;
MERTENS; 3; 1529284990; 7; 15; 700; 3; 2; 2.03147;
MERTENS; 3; 1529284992; 7; 15; 700; 4; 2; 3.03158;
MERTENS; 3; 1529284995; 7; 15; 700; 5; 2; 3.56287;
MERTENS; 3; 1529284998; 7; 15; 800; 1; 2; 0.750081;
MERTENS; 3; 1529284999; 7; 15; 800; 2; 2; 1.71894;
MERTENS; 3; 1529285001; 7; 15; 800; 3; 2; 2.67216;
MERTENS; 3; 1529285004; 7; 15; 800; 4; 2; 3.23475;
MERTENS; 3; 1529285007; 7; 15; 800; 5; 2; 4.32861;
MERTENS; 3; 1529285011; 7; 15; 900; 1; 2; 0.875083;
MERTENS; 3; 1529285012; 7; 15; 900; 2; 2; 2.29712;
MERTENS; 3; 1529285014; 7; 15; 900; 3; 2; 2.54715;
MERTENS; 3; 1529285017; 7; 15; 900; 4; 2; 3.62538;
MERTENS; 3; 1529285021; 7; 15; 900; 5; 2; 5.0943;
MERTENS; 3; 1529285026; 7; 15; 1000; 1; 2; 1.03135;
MERTENS; 3; 1529285027; 7; 15; 1000; 2; 2; 2.40651;
MERTENS; 3; 1529285029; 7; 15; 1000; 3; 2; 3.17225;
MERTENS; 3; 1529285032; 7; 15; 1000; 4; 2; 4.4067;
MERTENS; 3; 1529285037; 7; 15; 1000; 5; 2; 5.14121;
MERTENS; 3; 1529285042; 7; 18; 100; 1; 2; 0.109392;
MERTENS; 3; 1529285042; 7; 18; 100; 2; 2; 0.203173;
MERTENS; 3; 1529285042; 7; 18; 100; 3; 2; 0.296937;
MERTENS; 3; 1529285042; 7; 18; 100; 4; 2; 0.406291;
MERTENS; 3; 1529285043; 7; 18; 100; 5; 2; 0.531309;
MERTENS; 3; 1529285043; 7; 18; 200; 1; 2; 0.203145;
MERTENS; 3; 1529285044; 7; 18; 200; 2; 2; 0.343781;
MERTENS; 3; 1529285044; 7; 18; 200; 3; 2; 0.546933;
MERTENS; 3; 1529285045; 7; 18; 200; 4; 2; 0.812587;
MERTENS; 3; 1529285045; 7; 18; 200; 5; 2; 0.984482;
MERTENS; 3; 1529285046; 7; 18; 300; 1; 2; 0.28128;
MERTENS; 3; 1529285047; 7; 18; 300; 2; 2; 0.671974;
MERTENS; 3; 1529285047; 7; 18; 300; 3; 2; 1.00011;
MERTENS; 3; 1529285048; 7; 18; 300; 4; 2; 1.23448;
MERTENS; 3; 1529285050; 7; 18; 300; 5; 2; 1.48453;
MERTENS; 3; 1529285051; 7; 18; 400; 1; 2; 0.359413;
MERTENS; 3; 1529285051; 7; 18; 400; 2; 2; 0.71882;
MERTENS; 3; 1529285052; 7; 18; 400; 3; 2; 1.48456;
MERTENS; 3; 1529285054; 7; 18; 400; 4; 2; 1.57829;
MERTENS; 3; 1529285055; 7; 18; 400; 5; 2; 2.01584;
MERTENS; 3; 1529285057; 7; 18; 500; 1; 2; 0.562561;
MERTENS; 3; 1529285058; 7; 18; 500; 2; 2; 1.04699;
MERTENS; 3; 1529285059; 7; 18; 500; 3; 2; 1.39077;
MERTENS; 3; 1529285060; 7; 18; 500; 4; 2; 1.90645;
MERTENS; 3; 1529285062; 7; 18; 500; 5; 2; 2.51592;
MERTENS; 3; 1529285065; 7; 18; 600; 1; 2; 0.593808;
MERTENS; 3; 1529285065; 7; 18; 600; 2; 2; 1.12512;
MERTENS; 3; 1529285066; 7; 18; 600; 3; 2; 1.79707;
MERTENS; 3; 1529285068; 7; 18; 600; 4; 2; 2.3284;
MERTENS; 3; 1529285071; 7; 18; 600; 5; 2; 2.70344;
MERTENS; 3; 1529285073; 7; 18; 700; 1; 2; 0.671946;
MERTENS; 3; 1529285074; 7; 18; 700; 2; 2; 1.51579;
MERTENS; 3; 1529285076; 7; 18; 700; 3; 2; 1.96899;
MERTENS; 3; 1529285077; 7; 18; 700; 4; 2; 2.68776;
MERTENS; 3; 1529285080; 7; 18; 700; 5; 2; 3.48478;
MERTENS; 3; 1529285084; 7; 18; 800; 1; 2; 0.765734;
MERTENS; 3; 1529285084; 7; 18; 800; 2; 2; 1.48453;
MERTENS; 3; 1529285086; 7; 18; 800; 3; 2; 2.53152;
MERTENS; 3; 1529285088; 7; 18; 800; 4; 2; 3.54726;
MERTENS; 3; 1529285092; 7; 18; 800; 5; 2; 4.06297;
MERTENS; 3; 1529285096; 7; 18; 900; 1; 2; 0.812559;
MERTENS; 3; 1529285097; 7; 18; 900; 2; 2; 1.7971;
MERTENS; 3; 1529285099; 7; 18; 900; 3; 2; 2.73467;
MERTENS; 3; 1529285101; 7; 18; 900; 4; 2; 3.78169;
MERTENS; 3; 1529285105; 7; 18; 900; 5; 2; 4.2661;
MERTENS; 3; 1529285110; 7; 18; 1000; 1; 2; 1.10949;
MERTENS; 3; 1529285111; 7; 18; 1000; 2; 2; 1.92211;
MERTENS; 3; 1529285113; 7; 18; 1000; 3; 2; 2.79714;
MERTENS; 3; 1529285115; 7; 18; 1000; 4; 2; 3.71918;
MERTENS; 3; 1529285119; 7; 18; 1000; 5; 2; 5.29742;
MITCHELL; 3; 1529285124; 21; 14; 100; 1; 8; 0.343815;
MITCHELL; 3; 1529285125; 21; 14; 100; 2; 9; 0.640695;
MITCHELL; 3; 1529285125; 21; 14; 100; 3; 9; 1.00013;
MITCHELL; 3; 1529285126; 21; 14; 100; 4; 9; 1.40637;
MITCHELL; 3; 1529285128; 21; 14; 100; 5; 9; 1.92208;
MITCHELL; 3; 1529285130; 21; 14; 200; 1; 9; 0.687574;
MITCHELL; 3; 1529285131; 21; 14; 200; 2; 9; 1.31267;
MITCHELL; 3; 1529285132; 21; 14; 200; 3; 9; 2.0315;
MITCHELL; 3; 1529285134; 21; 14; 200; 4; 8; 2.73467;
MITCHELL; 3; 1529285137; 21; 14; 200; 5; 8; 3.62542;
MITCHELL; 3; 1529285140; 21; 14; 300; 1; 8; 0.953199;
MITCHELL; 3; 1529285141; 21; 14; 300; 2; 8; 1.93774;
MITCHELL; 3; 1529285143; 21; 14; 300; 3; 9; 3.20344;
MITCHELL; 3; 1529285146; 21; 14; 300; 4; 8; 4.03171;
MITCHELL; 3; 1529285150; 21; 14; 300; 5; 8; 5.31305;
MITCHELL; 3; 1529285156; 21; 14; 400; 1; 8; 1.34389;
MITCHELL; 3; 1529285157; 21; 14; 400; 2; 8; 2.67216;
MITCHELL; 3; 1529285160; 21; 14; 400; 3; 8; 4.35985;
MITCHELL; 3; 1529285164; 21; 14; 400; 4; 8; 5.86001;
MITCHELL; 3; 1529285170; 21; 14; 400; 5; 8; 6.75073;
MITCHELL; 3; 1529285177; 21; 14; 500; 1; 8; 1.71891;
MITCHELL; 3; 1529285178; 21; 14; 500; 2; 9; 3.25035;
MITCHELL; 3; 1529285182; 21; 14; 500; 3; 8; 5.14118;
MITCHELL; 3; 1529285187; 21; 14; 500; 4; 8; 6.89135;
MITCHELL; 3; 1529285194; 21; 14; 500; 5; 8; 8.67284;
MITCHELL; 3; 1529285202; 21; 14; 600; 1; 8; 1.98459;
MITCHELL; 3; 1529285204; 21; 14; 600; 2; 8; 4.17233;
MITCHELL; 3; 1529285209; 21; 14; 600; 3; 8; 6.61009;
MITCHELL; 3; 1529285215; 21; 14; 600; 4; 8; 8.68844;
MITCHELL; 3; 1529285224; 21; 14; 600; 5; 8; 10.5168;
MITCHELL; 3; 1529285234; 21; 14; 700; 1; 8; 2.32841;
MITCHELL; 3; 1529285237; 21; 14; 700; 2; 8; 4.71923;
MITCHELL; 3; 1529285242; 21; 14; 700; 3; 8; 7.71958;
MITCHELL; 3; 1529285249; 21; 14; 700; 4; 8; 10.2355;
MITCHELL; 3; 1529285260; 21; 14; 700; 5; 8; 12.1419;
MITCHELL; 3; 1529285272; 21; 14; 800; 1; 8; 3.03158;
MITCHELL; 3; 1529285275; 21; 14; 800; 2; 8; 6.29755;
MITCHELL; 3; 1529285281; 21; 14; 800; 3; 8; 8.1415;
MITCHELL; 3; 1529285289; 21; 14; 800; 4; 8; 12.392;
MITCHELL; 3; 1529285302; 21; 14; 800; 5; 8; 13.8921;
MITCHELL; 3; 1529285315; 21; 14; 900; 1; 8; 3.31286;
MITCHELL; 3; 1529285319; 21; 14; 900; 2; 8; 6.15692;
MITCHELL; 3; 1529285325; 21; 14; 900; 3; 9; 10.3449;
MITCHELL; 3; 1529285335; 21; 14; 900; 4; 8; 12.8764;
MITCHELL; 3; 1529285348; 21; 14; 900; 5; 8; 15.2986;
MITCHELL; 3; 1529285364; 21; 14; 1000; 1; 9; 3.43785;
MITCHELL; 3; 1529285367; 21; 14; 1000; 2; 9; 6.98513;
MITCHELL; 3; 1529285374; 21; 14; 1000; 3; 8; 10.048;
MITCHELL; 3; 1529285384; 21; 14; 1000; 4; 8; 14.1891;
MITCHELL; 3; 1529285398; 21; 14; 1000; 5; 8; 17.7988;
MITCHELL; 3; 1529285416; 21; 35; 100; 1; 4; 0.234397;
MITCHELL; 3; 1529285416; 21; 35; 100; 2; 4; 0.4688;
MITCHELL; 3; 1529285417; 21; 35; 100; 3; 4; 0.73444;
MITCHELL; 3; 1529285417; 21; 35; 100; 4; 4; 1.01574;
MITCHELL; 3; 1529285419; 21; 35; 100; 5; 4; 1.37517;
MITCHELL; 3; 1529285420; 21; 35; 200; 1; 4; 0.671949;
MITCHELL; 3; 1529285421; 21; 35; 200; 2; 4; 1.15635;
MITCHELL; 3; 1529285422; 21; 35; 200; 3; 4; 1.70328;
MITCHELL; 3; 1529285423; 21; 35; 200; 4; 4; 2.03147;
MITCHELL; 3; 1529285425; 21; 35; 200; 5; 4; 2.65654;
MITCHELL; 3; 1529285428; 21; 35; 300; 1; 4; 1.03139;
MITCHELL; 3; 1529285429; 21; 35; 300; 2; 4; 1.81272;
MITCHELL; 3; 1529285431; 21; 35; 300; 3; 4; 2.31277;
MITCHELL; 3; 1529285433; 21; 35; 300; 4; 4; 3.25035;
MITCHELL; 3; 1529285437; 21; 35; 300; 5; 4; 4.04731;
MITCHELL; 3; 1529285441; 21; 35; 400; 1; 4; 1.0939;
MITCHELL; 3; 1529285442; 21; 35; 400; 2; 4; 2.39088;
MITCHELL; 3; 1529285444; 21; 35; 400; 3; 4; 3.56286;
MITCHELL; 3; 1529285448; 21; 35; 400; 4; 3; 4.85992;
MITCHELL; 3; 1529285453; 21; 35; 400; 5; 4; 5.75065;
MITCHELL; 3; 1529285458; 21; 35; 500; 1; 4; 1.43764;
MITCHELL; 3; 1529285460; 21; 35; 500; 2; 4; 3.18781;
MITCHELL; 3; 1529285463; 21; 35; 500; 3; 4; 4.28174;
MITCHELL; 3; 1529285467; 21; 35; 500; 4; 3; 5.95377;
MITCHELL; 3; 1529285473; 21; 35; 500; 5; 4; 7.34453;
MITCHELL; 3; 1529285481; 21; 35; 600; 1; 4; 1.8596;
MITCHELL; 3; 1529285483; 21; 35; 600; 2; 4; 3.62536;
MITCHELL; 3; 1529285486; 21; 35; 600; 3; 4; 5.23494;
MITCHELL; 3; 1529285491; 21; 35; 600; 4; 3; 6.64134;
MITCHELL; 3; 1529285498; 21; 35; 600; 5; 4; 9.15724;
MITCHELL; 3; 1529285507; 21; 35; 700; 1; 3; 2.25023;
MITCHELL; 3; 1529285509; 21; 35; 700; 2; 4; 3.56288;
MITCHELL; 3; 1529285513; 21; 35; 700; 3; 3; 6.9695;
MITCHELL; 3; 1529285520; 21; 35; 700; 4; 3; 8.18839;
MITCHELL; 3; 1529285528; 21; 35; 700; 5; 3; 10.1105;
MITCHELL; 3; 1529285538; 21; 35; 800; 1; 4; 2.28147;
MITCHELL; 3; 1529285541; 21; 35; 800; 2; 4; 4.76614;
MITCHELL; 3; 1529285545; 21; 35; 800; 3; 3; 6.56321;
MITCHELL; 3; 1529285552; 21; 35; 800; 4; 3; 8.48532;
MITCHELL; 3; 1529285560; 21; 35; 800; 5; 4; 10.5949;
MITCHELL; 3; 1529285571; 21; 35; 900; 1; 4; 2.73467;
MITCHELL; 3; 1529285574; 21; 35; 900; 2; 4; 4.57864;
MITCHELL; 3; 1529285578; 21; 35; 900; 3; 4; 8.21964;
MITCHELL; 3; 1529285587; 21; 35; 900; 4; 4; 10.673;
MITCHELL; 3; 1529285597; 21; 35; 900; 5; 4; 13.0795;
MITCHELL; 3; 1529285610; 21; 35; 1000; 1; 4; 2.29712;
MITCHELL; 3; 1529285613; 21; 35; 1000; 2; 4; 5.65686;
MITCHELL; 3; 1529285618; 21; 35; 1000; 3; 3; 9.67294;
MITCHELL; 3; 1529285628; 21; 35; 1000; 4; 4; 11.845;
MITCHELL; 3; 1529285640; 21; 35; 1000; 5; 4; 14.5328;
MITCHELL; 3; 1529285654; 21; 26; 100; 1; 5; 0.281281;
MITCHELL; 3; 1529285655; 21; 26; 100; 2; 5; 0.546934;
MITCHELL; 3; 1529285655; 21; 26; 100; 3; 5; 0.796993;
MITCHELL; 3; 1529285656; 21; 26; 100; 4; 5; 1.03133;
MITCHELL; 3; 1529285657; 21; 26; 100; 5; 5; 1.34389;
MITCHELL; 3; 1529285658; 21; 26; 200; 1; 5; 0.578188;
MITCHELL; 3; 1529285659; 21; 26; 200; 2; 5; 1.09389;
MITCHELL; 3; 1529285660; 21; 26; 200; 3; 5; 1.85955;
MITCHELL; 3; 1529285662; 21; 26; 200; 4; 5; 2.43779;
MITCHELL; 3; 1529285664; 21; 26; 200; 5; 5; 3.03155;
MITCHELL; 3; 1529285667; 21; 26; 300; 1; 5; 0.875092;
MITCHELL; 3; 1529285668; 21; 26; 300; 2; 5; 1.68767;
MITCHELL; 3; 1529285670; 21; 26; 300; 3; 5; 2.73467;
MITCHELL; 3; 1529285673; 21; 26; 300; 4; 5; 3.68793;
MITCHELL; 3; 1529285676; 21; 26; 300; 5; 5; 4.3755;
MITCHELL; 3; 1529285681; 21; 26; 400; 1; 5; 1.04697;
MITCHELL; 3; 1529285682; 21; 26; 400; 2; 5; 2.40652;
MITCHELL; 3; 1529285684; 21; 26; 400; 3; 5; 3.34409;
MITCHELL; 3; 1529285688; 21; 26; 400; 4; 5; 4.87552;
MITCHELL; 3; 1529285693; 21; 26; 400; 5; 5; 5.62561;
MITCHELL; 3; 1529285698; 21; 26; 500; 1; 5; 1.43765;
MITCHELL; 3; 1529285700; 21; 26; 500; 2; 5; 2.84408;
MITCHELL; 3; 1529285702; 21; 26; 500; 3; 5; 4.50048;
MITCHELL; 3; 1529285707; 21; 26; 500; 4; 5; 5.79752;
MITCHELL; 3; 1529285713; 21; 26; 500; 5; 5; 7.04764;
MITCHELL; 3; 1529285720; 21; 26; 600; 1; 5; 1.7033;
MITCHELL; 3; 1529285722; 21; 26; 600; 2; 5; 3.25035;
MITCHELL; 3; 1529285725; 21; 26; 600; 3; 5; 5.34435;
MITCHELL; 3; 1529285730; 21; 26; 600; 4; 5; 7.34452;
MITCHELL; 3; 1529285738; 21; 26; 600; 5; 5; 8.68844;
MITCHELL; 3; 1529285746; 21; 26; 700; 1; 5; 2.35963;
MITCHELL; 3; 1529285749; 21; 26; 700; 2; 5; 4.20358;
MITCHELL; 3; 1529285753; 21; 26; 700; 3; 5; 6.0319;
MITCHELL; 3; 1529285759; 21; 26; 700; 4; 5; 8.64155;
MITCHELL; 3; 1529285767; 21; 26; 700; 5; 5; 10.5636;
MITCHELL; 3; 1529285778; 21; 26; 800; 1; 5; 2.29715;
MITCHELL; 3; 1529285780; 21; 26; 800; 2; 5; 4.48486;
MITCHELL; 3; 1529285785; 21; 26; 800; 3; 5; 7.01641;
MITCHELL; 3; 1529285792; 21; 26; 800; 4; 5; 9.46974;
MITCHELL; 3; 1529285801; 21; 26; 800; 5; 5; 11.7044;
MITCHELL; 3; 1529285813; 21; 26; 900; 1; 5; 2.5003;
MITCHELL; 3; 1529285816; 21; 26; 900; 2; 5; 5.03176;
MITCHELL; 3; 1529285821; 21; 26; 900; 3; 5; 8.3759;
MITCHELL; 3; 1529285829; 21; 26; 900; 4; 5; 10.8137;
MITCHELL; 3; 1529285840; 21; 26; 900; 5; 5; 13.439;
MITCHELL; 3; 1529285853; 21; 26; 1000; 1; 5; 2.82843;
MITCHELL; 3; 1529285856; 21; 26; 1000; 2; 5; 6.06318;
MITCHELL; 3; 1529285862; 21; 26; 1000; 3; 5; 8.70404;
MITCHELL; 3; 1529285871; 21; 26; 1000; 4; 5; 11.5481;
MITCHELL; 3; 1529285882; 21; 26; 1000; 5; 5; 14.9078;
WEE-MAG; 3; 1529285897; 75; 56; 100; 1; 32; 0.718826;
WEE-MAG; 3; 1529285898; 75; 56; 100; 2; 32; 1.29701;
WEE-MAG; 3; 1529285899; 75; 56; 100; 3; 32; 1.92208;
WEE-MAG; 3; 1529285901; 75; 56; 100; 4; 32; 2.67216;
WEE-MAG; 3; 1529285904; 75; 56; 100; 5; 31; 3.42224;
WEE-MAG; 3; 1529285907; 75; 56; 200; 1; 32; 1.34389;
WEE-MAG; 3; 1529285909; 75; 56; 200; 2; 31; 2.71907;
WEE-MAG; 3; 1529285912; 75; 56; 200; 3; 31; 4.12545;
WEE-MAG; 3; 1529285916; 75; 56; 200; 4; 31; 5.68809;
WEE-MAG; 3; 1529285921; 75; 56; 200; 5; 32; 6.9695;
WEE-MAG; 3; 1529285928; 75; 56; 300; 1; 32; 1.93774;
WEE-MAG; 3; 1529285930; 75; 56; 300; 2; 31; 4.31294;
WEE-MAG; 3; 1529285935; 75; 56; 300; 3; 31; 6.23508;
WEE-MAG; 3; 1529285941; 75; 56; 300; 4; 32; 8.65718;
WEE-MAG; 3; 1529285949; 75; 56; 300; 5; 31; 11.345;
WEE-MAG; 3; 1529285961; 75; 56; 400; 1; 32; 2.95342;
WEE-MAG; 3; 1529285964; 75; 56; 400; 2; 32; 5.37558;
WEE-MAG; 3; 1529285969; 75; 56; 400; 3; 31; 8.56345;
WEE-MAG; 3; 1529285978; 75; 56; 400; 4; 31; 10.8449;
WEE-MAG; 3; 1529285989; 75; 56; 400; 5; 31; 13.7827;
WEE-MAG; 3; 1529286002; 75; 56; 500; 1; 32; 3.53165;
WEE-MAG; 3; 1529286006; 75; 56; 500; 2; 32; 6.70385;
WEE-MAG; 3; 1529286013; 75; 56; 500; 3; 32; 10.298;
WEE-MAG; 3; 1529286023; 75; 56; 500; 4; 31; 13.7046;
WEE-MAG; 3; 1529286037; 75; 56; 500; 5; 31; 17.7832;
WEE-MAG; 3; 1529286054; 75; 56; 600; 1; 31; 4.07859;
WEE-MAG; 3; 1529286059; 75; 56; 600; 2; 31; 8.57905;
WEE-MAG; 3; 1529286067; 75; 56; 600; 3; 31; 12.9389;
WEE-MAG; 3; 1529286080; 75; 56; 600; 4; 31; 16.5955;
WEE-MAG; 3; 1529286097; 75; 56; 600; 5; 31; 20.6272;
WEE-MAG; 3; 1529286117; 75; 56; 700; 1; 31; 5.07867;
WEE-MAG; 3; 1529286122; 75; 56; 700; 2; 31; 10.2511;
WEE-MAG; 3; 1529286133; 75; 56; 700; 3; 31; 14.9704;
WEE-MAG; 3; 1529286148; 75; 56; 700; 4; 31; 20.1896;
WEE-MAG; 3; 1529286168; 75; 56; 700; 5; 31; 23.7526;
WEE-MAG; 3; 1529286192; 75; 56; 800; 1; 31; 5.71937;
WEE-MAG; 3; 1529286197; 75; 56; 800; 2; 31; 10.6261;
WEE-MAG; 3; 1529286208; 75; 56; 800; 3; 31; 16.8456;
WEE-MAG; 3; 1529286225; 75; 56; 800; 4; 31; 21.893;
WEE-MAG; 3; 1529286247; 75; 56; 800; 5; 31; 28.5968;
WEE-MAG; 3; 1529286275; 75; 56; 900; 1; 32; 6.64137;
WEE-MAG; 3; 1529286282; 75; 56; 900; 2; 31; 11.9388;
WEE-MAG; 3; 1529286294; 75; 56; 900; 3; 31; 19.0646;
WEE-MAG; 3; 1529286313; 75; 56; 900; 4; 31; 27.1123;
WEE-MAG; 3; 1529286340; 75; 56; 900; 5; 31; 31.7066;
WEE-MAG; 3; 1529286372; 75; 56; 1000; 1; 32; 7.26641;
WEE-MAG; 3; 1529286379; 75; 56; 1000; 2; 31; 15.3923;
WEE-MAG; 3; 1529286394; 75; 56; 1000; 3; 31; 20.9085;
WEE-MAG; 3; 1529286415; 75; 56; 1000; 4; 31; 27.6592;
WEE-MAG; 3; 1529286443; 75; 56; 1000; 5; 31; 34.1912;
WEE-MAG; 3; 1529286477; 75; 28; 100; 1; 63; 2.43776;
WEE-MAG; 3; 1529286480; 75; 28; 100; 2; 63; 4.59427;
WEE-MAG; 3; 1529286484; 75; 28; 100; 3; 63; 6.64134;
WEE-MAG; 3; 1529286491; 75; 28; 100; 4; 63; 10.048;
WEE-MAG; 3; 1529286501; 75; 28; 100; 5; 63; 11.0637;
